Id,issuercountrycode,txvariantcode,bin,amount,currencycode,shoppercountrycode,shopperinteraction,cardverificationcodesupplied,cvcresponsecode,accountcode,mail_id,ip_id,card_id,label
77986,SE,visadebit,453903.0,157250.0,SEK,SE,Ecommerce,True,1,SwedenAccount,email51630,ip229119,card134268,1
65028,GB,mccredit,528689.0,2395.0,GBP,GB,Ecommerce,True,1,UKAccount,email199706,ip129633,card20632,1
177902,GB,visadebit,475127.0,3695.0,GBP,GB,Ecommerce,True,1,UKAccount,email189581,ip183310,card20401,1
165201,GB,visadebit,465859.0,8795.0,GBP,GB,Ecommerce,True,1,UKAccount,email142744,ip288253,card11527,1
165315,GB,mccredit,522948.0,2600.0,GBP,GB,Ecommerce,True,1,UKAccount,email121748,ip107305,card45265,1
9551,GB,visadebit,475130.0,3655.0,GBP,GB,Ecommerce,True,1,UKAccount,email64355,ip293650,card193964,1
158123,CN,visaplatinum,466248.0,7095.0,GBP,GB,Ecommerce,True,1,UKAccount,email337356,ip161672,card127681,1
220646,GB,visadebit,475129.0,5500.0,GBP,GB,Ecommerce,True,1,UKAccount,email320643,ip341773,card91570,1
6433,GB,visadebit,465858.0,6200.0,GBP,GB,Ecommerce,True,1,UKAccount,email1657,ip210630,card57781,1
48721,GB,visadebit,476366.0,2495.0,GBP,GB,Ecommerce,True,1,UKAccount,email112414,ip95584,card85651,1
31605,GB,visadebit,454742.0,2635.0,GBP,GB,Ecommerce,True,1,UKAccount,email32129,ip183820,card27597,1
9545,AU,visagold,455702.0,11050.0,AUD,AU,Ecommerce,True,0,APACAccount,email224984,ip2496,card8072,1
206337,GB,mccredit,518791.0,11475.0,GBP,GB,Ecommerce,True,1,UKAccount,email149721,ip178348,card236283,1
70143,SE,mcdebit,554501.0,64900.0,SEK,SE,Ecommerce,True,1,SwedenAccount,email180340,ip125197,card227014,1
13426,GB,visadebit,498824.0,6700.0,GBP,GB,Ecommerce,True,1,UKAccount,email118834,ip269474,card140227,1
74632,GB,visadebit,465859.0,5100.0,GBP,GB,Ecommerce,True,1,UKAccount,email32292,ip189815,card182126,1
114362,GB,visadebit,465859.0,2500.0,GBP,GB,Ecommerce,True,1,UKAccount,email231768,ip231761,card137792,1
4811,GB,visadebit,492181.0,300.0,GBP,GB,Ecommerce,True,1,UKAccount,email12723,ip36167,card76460,1
132519,GB,visadebit,465859.0,13600.0,GBP,GB,Ecommerce,True,1,UKAccount,email3284,ip134816,card119474,1
86565,GB,mccredit,529930.0,5580.0,GBP,GB,ContAuth,False,0,UKAccount,email313503,ip183096,card85165,1
119032,GB,visadebit,465858.0,5600.0,GBP,GB,Ecommerce,True,1,UKAccount,email163457,ip275469,card252405,1
195161,GB,visadebit,475130.0,6835.0,GBP,GB,Ecommerce,True,1,UKAccount,email121112,ip283276,card107725,1
103764,GB,visaplatinum,492942.0,10320.0,GBP,GB,Ecommerce,True,1,UKAccount,email111890,ip164630,card147149,1
15431,GB,visadebit,475116.0,7915.0,GBP,GB,Ecommerce,True,1,UKAccount,email258257,ip73291,card237183,1
142832,AU,visaplatinum,456468.0,12600.0,GBP,AU,Ecommerce,True,1,UKAccount,email110155,ip27106,card99520,1
67796,GB,visadebit,475714.0,4395.0,GBP,GB,Ecommerce,True,1,UKAccount,email96199,ip254992,card141520,1
113228,GB,mccredit,552073.0,4800.0,GBP,GB,ContAuth,False,0,UKAccount,email86361,ip176732,card61955,1
118527,GB,visadebit,446291.0,5495.0,GBP,NG,Ecommerce,True,1,UKAccount,email105273,ip142741,card204789,1
134048,GB,mccredit,529932.0,29231.0,GBP,GB,Ecommerce,True,1,UKAccount,email144840,ip45022,card99951,1
114669,GB,mccredit,524679.0,5995.0,GBP,GB,Ecommerce,,1,UKAccount,email23638,ip156356,card6069,1
180362,GB,visadebit,476367.0,4715.0,GBP,GB,Ecommerce,,1,UKAccount,email141384,ip218089,card8424,1
29606,GB,visadebit,450875.0,7395.0,GBP,GB,Ecommerce,True,1,UKAccount,email234089,ip269270,card188294,1
158510,GB,visadebit,454742.0,4950.0,GBP,ES,Ecommerce,True,1,UKAccount,email173534,ip292032,card169455,1
116734,GB,visadebit,484432.0,5295.0,GBP,GB,Ecommerce,True,1,UKAccount,email329603,ip314094,card206955,1
53266,GB,mccredit,518652.0,7345.0,GBP,GB,Ecommerce,,1,UKAccount,email245942,ip197540,card133678,1
51944,GB,visadebit,446291.0,6595.0,GBP,GB,Ecommerce,True,1,UKAccount,email119172,ip316226,card270784,1
121055,GB,visadebit,475128.0,15500.0,GBP,GB,Ecommerce,True,1,UKAccount,email216652,ip50357,card94784,1
155749,AU,visaclassic,455702.0,23000.0,AUD,AU,Ecommerce,True,0,APACAccount,email340446,ip55017,card231876,1
17060,GB,visadebit,446292.0,2700.0,GBP,GB,Ecommerce,True,1,UKAccount,email118051,ip252776,card66935,1
218340,GB,visadebit,446272.0,14000.0,GBP,GB,Ecommerce,,1,UKAccount,email341359,ip176717,card43155,1
200991,GB,mcdebit,557379.0,4000.0,GBP,GB,Ecommerce,True,1,UKAccount,email25038,ip209641,card45904,1
173736,GB,mccredit,540152.0,8600.0,GBP,GB,Ecommerce,True,1,UKAccount,email303617,ip214770,card59959,1
34053,GB,visadebit,446291.0,13175.0,GBP,GB,Ecommerce,True,1,UKAccount,email60023,ip207095,card27532,1
1109,GB,visaclassic,492943.0,4900.0,GBP,GB,Ecommerce,True,1,UKAccount,email97550,ip323824,card217410,1
156735,AU,visadebit,431239.0,11050.0,AUD,AU,Ecommerce,True,0,APACAccount,email110573,ip35295,card257033,1
111182,AU,visaclassic,494052.0,13050.0,AUD,AU,Ecommerce,True,0,APACAccount,email186591,ip24089,card28288,1
44350,NZ,visadebit,483561.0,14850.0,NZD,NZ,Ecommerce,True,0,APACAccount,email90612,ip147586,card62571,1
79131,GB,visadebit,475110.0,7895.0,GBP,GB,Ecommerce,True,1,UKAccount,email29245,ip203145,card36251,1
22992,GB,visadebit,475130.0,6000.0,GBP,GB,Ecommerce,True,1,UKAccount,email155244,ip100853,card43611,1
76569,GB,visadebit,492181.0,8950.0,GBP,GB,Ecommerce,True,1,UKAccount,email136116,ip223672,card154993,1
174063,MX,mccredit,549639.0,143910.0,MXN,MX,Ecommerce,True,0,MexicoAccount,email63385,ip78054,card200374,1
4350,AU,mccredit,516310.0,10200.0,AUD,AU,Ecommerce,True,0,APACAccount,email35082,ip17828,card223152,1
129658,GB,mccredit,550142.0,10500.0,GBP,GB,Ecommerce,True,1,UKAccount,email313154,ip149949,card109665,1
125829,GB,visadebit,465923.0,13700.0,GBP,BE,Ecommerce,True,1,UKAccount,email282371,ip7060,card112338,1
8397,GB,visadebit,446238.0,4095.0,GBP,GB,Ecommerce,True,1,UKAccount,email250486,ip295560,card236377,1
79235,GB,visadebit,446292.0,9300.0,GBP,GB,Ecommerce,True,1,UKAccount,email12526,ip307883,card145400,1
126438,GB,mcdebit,557361.0,8500.0,GBP,GB,Ecommerce,True,1,UKAccount,email5987,ip339735,card193495,1
228044,GB,visadebit,465858.0,3645.0,GBP,GB,Ecommerce,True,1,UKAccount,email278715,ip193661,card22402,1
79319,SE,mcdebit,554501.0,94150.0,SEK,SE,Ecommerce,True,1,SwedenAccount,email180674,ip230178,card50054,1
116179,GB,visadebit,475714.0,2180.0,GBP,GB,Ecommerce,True,1,UKAccount,email11080,ip47000,card71751,1
38128,AU,visadebit,413312.0,13000.0,AUD,AU,Ecommerce,True,0,APACAccount,email16608,ip55048,card147366,1
140177,GB,visadebit,465858.0,15600.0,GBP,GB,Ecommerce,True,1,UKAccount,email140342,ip296308,card256305,1
229757,AU,visaclassic,494052.0,23500.0,AUD,AU,Ecommerce,True,0,APACAccount,email201136,ip145328,card191232,1
15113,GB,visadebit,475129.0,6670.0,GBP,GB,Ecommerce,True,1,UKAccount,email265835,ip207986,card31689,1
53160,GB,mccredit,545100.0,8540.0,GBP,GB,ContAuth,False,0,UKAccount,email247191,ip128960,card174557,1
97309,AU,mccredit,516391.0,30170.0,AUD,AU,Ecommerce,True,0,APACAccount,email81553,ip577,card166652,1
135826,GB,visadebit,465859.0,2800.0,GBP,GB,Ecommerce,True,1,UKAccount,email114632,ip272826,card147834,1
14521,GB,visadebit,454313.0,2895.0,GBP,GB,Ecommerce,True,1,UKAccount,email80756,ip345828,card143478,1
67342,GB,visadebit,475139.0,4200.0,GBP,GB,Ecommerce,True,1,UKAccount,email345491,ip220500,card48967,1
145717,SE,mcdebit,554501.0,49525.0,SEK,SE,Ecommerce,True,1,SwedenAccount,email271815,ip230567,card61629,1
149788,GB,visadebit,453979.0,7460.0,GBP,GB,Ecommerce,True,1,UKAccount,email59193,ip247395,card204129,1
31337,NZ,visagold,499913.0,7850.0,NZD,NZ,Ecommerce,True,0,APACAccount,email304517,ip34244,card62809,1
99659,GB,mccredit,542011.0,3499.0,GBP,GB,Ecommerce,True,1,UKAccount,email304588,ip12662,card14735,1
172740,GB,visadebit,454313.0,2600.0,GBP,GB,Ecommerce,True,1,UKAccount,email299117,ip187802,card91477,1
109473,GB,visadebit,465943.0,5950.0,GBP,GB,Ecommerce,True,1,UKAccount,email141242,ip220950,card202385,1
109827,GB,visadebit,465943.0,9845.0,GBP,GB,Ecommerce,True,1,UKAccount,email180,ip207817,card214169,1
43059,GB,visadebit,492181.0,1235.0,GBP,GB,Ecommerce,True,1,UKAccount,email141811,ip341802,card142489,1
42763,AU,mccredit,521729.0,12850.0,AUD,AU,Ecommerce,True,0,APACAccount,email334843,ip560,card213194,1
182275,AU,mccredit,521729.0,15500.0,AUD,AU,Ecommerce,True,0,APACAccount,email173279,ip291,card223248,1
76950,AU,mccredit,546827.0,6400.0,AUD,AU,Ecommerce,True,0,APACAccount,email169145,ip2884,card217729,1
128341,MX,mccredit,544548.0,174200.0,MXN,MX,Ecommerce,True,0,MexicoAccount,email70619,ip76001,card228816,1
88007,GB,visagold,402396.0,9695.0,GBP,GB,Ecommerce,True,1,UKAccount,email73772,ip171694,card110203,1
146392,GB,visadebit,475129.0,6000.0,GBP,GB,Ecommerce,True,1,UKAccount,email183680,ip6838,card248259,1
48291,GB,visadebit,475714.0,2125.0,GBP,GB,Ecommerce,True,1,UKAccount,email72832,ip106673,card172835,1
49856,GB,visadebit,475130.0,4875.0,GBP,GB,Ecommerce,True,1,UKAccount,email227986,ip295540,card45097,1
45877,GB,visadebit,475117.0,3800.0,GBP,GB,Ecommerce,True,1,UKAccount,email299254,ip274064,card56136,1
234821,GB,visadebit,475117.0,5600.0,GBP,GB,Ecommerce,True,1,UKAccount,email24996,ip181549,card147275,1
203992,GB,visa,489396.0,2520.0,GBP,GB,Ecommerce,True,1,UKAccount,email214872,ip6978,card78345,1
117045,SE,mccredit,522661.0,220000.0,SEK,SE,Ecommerce,True,1,SwedenAccount,email135825,ip142321,card53847,1
57281,GB,mccredit,552213.0,2475.0,GBP,GB,Ecommerce,True,1,UKAccount,email71603,ip88084,card241489,1
80913,SE,mcdebit,554501.0,170000.0,SEK,SE,Ecommerce,True,1,SwedenAccount,email272553,ip173582,card60841,1
24831,GB,visadebit,465922.0,8395.0,GBP,GB,Ecommerce,True,1,UKAccount,email72311,ip93373,card30815,1
202464,GB,visadebit,465858.0,7270.0,GBP,GB,Ecommerce,True,1,UKAccount,email265583,ip123606,card220526,1
94223,MX,visaplatinum,477214.0,101915.0,MXN,MX,Ecommerce,True,0,MexicoAccount,email235003,ip82356,card196689,1
179632,GB,visadebit,446238.0,3595.0,GBP,GB,Ecommerce,True,1,UKAccount,email286498,ip287417,card252243,1
219652,GB,visadebit,454742.0,2895.0,GBP,GB,Ecommerce,True,1,UKAccount,email268192,ip208559,card192483,1
78490,GB,mccredit,518652.0,11520.0,GBP,GB,Ecommerce,,1,UKAccount,email154939,ip275531,card61600,1
8122,GB,visadebit,453979.0,5645.0,GBP,GB,Ecommerce,True,1,UKAccount,email212878,ip106233,card172815,1
38211,AU,mccredit,535318.0,10850.0,AUD,AU,Ecommerce,True,0,APACAccount,email51158,ip21565,card11002,1
69711,GB,visadebit,454434.0,3370.0,GBP,GB,Ecommerce,True,1,UKAccount,email106216,ip333115,card229705,1
156877,GB,mccredit,518652.0,8120.0,GBP,GB,Ecommerce,True,1,UKAccount,email35346,ip120120,card62468,1
91982,GB,mccredit,525303.0,11800.0,GBP,GB,Ecommerce,True,1,UKAccount,email160065,ip101741,card19828,1
109968,GB,visadebit,490967.0,5645.0,GBP,GB,Ecommerce,True,1,UKAccount,email278115,ip171959,card149910,1
1013,GB,visadebit,465943.0,4590.0,GBP,GB,Ecommerce,True,1,UKAccount,email191243,ip304606,card29178,1
59086,GB,visadebit,492181.0,6000.0,GBP,GB,Ecommerce,True,1,UKAccount,email81984,ip330185,card95982,1
121103,GB,visadebit,465946.0,2800.0,GBP,GB,Ecommerce,True,1,UKAccount,email109153,ip264349,card227732,1
81511,GB,visadebit,465945.0,5095.0,GBP,GB,Ecommerce,True,1,UKAccount,email14958,ip175851,card85719,1
15121,MX,visagold,455255.0,52400.0,MXN,MX,Ecommerce,True,0,MexicoAccount,email201367,ip71018,card68446,1
35639,GB,visadebit,475130.0,1595.0,GBP,GB,Ecommerce,True,1,UKAccount,email42313,ip119275,card267252,1
52111,GB,mccredit,525303.0,3500.0,GBP,GB,Ecommerce,True,1,UKAccount,email191399,ip176545,card1205,1
232573,GB,visaclassic,477596.0,2595.0,GBP,GB,Ecommerce,,1,UKAccount,email235730,ip282693,card205845,1
112737,GB,visadebit,492181.0,17200.0,GBP,GB,Ecommerce,True,1,UKAccount,email328424,ip268897,card131634,1
147556,GB,visadebit,476230.0,4395.0,GBP,GB,Ecommerce,True,1,UKAccount,email139926,ip44194,card251900,1
55446,KR,mccredit,559620.0,20800.0,GBP,KR,ContAuth,False,0,UKAccount,email75029,ip31151,card18996,1
170916,AU,visadebit,401795.0,10850.0,AUD,AU,Ecommerce,True,0,APACAccount,email2233,ip2771,card1504,1
29509,GB,mcdebit,557357.0,3207.0,GBP,GB,Ecommerce,True,1,UKAccount,email333631,ip171773,card181423,1
218110,AU,visadebit,490292.0,18900.0,AUD,AU,ContAuth,False,0,APACAccount,email291558,ip26331,card256387,1
14469,GB,visadebit,454742.0,2895.0,GBP,GB,Ecommerce,True,1,UKAccount,email143903,ip348892,card24307,1
183821,MX,visaclassic,455545.0,84915.0,MXN,MX,Ecommerce,True,0,MexicoAccount,email333312,ip80293,card154629,1
86649,GB,mcdebit,557349.0,11700.0,GBP,GB,Ecommerce,True,1,UKAccount,email341446,ip302124,card10568,1
19466,AU,mccredit,521729.0,15000.0,AUD,AU,Ecommerce,True,0,APACAccount,email66376,ip1503,card220471,1
148516,GB,visadebit,475128.0,5395.0,GBP,GB,Ecommerce,True,1,UKAccount,email262062,ip167689,card181992,1
137554,GB,visadebit,465942.0,3957.0,GBP,GB,Ecommerce,True,1,UKAccount,email101944,ip184804,card93786,1
60304,SE,mccredit,554758.0,69900.0,SEK,SE,Ecommerce,True,1,SwedenAccount,email97203,ip317489,card156821,1
92403,GB,visadebit,465910.0,3745.0,GBP,GB,Ecommerce,True,1,UKAccount,email47568,ip281135,card15987,1
110806,GB,visadebit,476248.0,5645.0,GBP,GB,Ecommerce,True,1,UKAccount,email344656,ip42185,card255328,1
121317,GB,visadebit,476224.0,5500.0,GBP,GB,Ecommerce,True,1,UKAccount,email191706,ip207564,card83961,1
59148,GB,visadebit,475129.0,4295.0,GBP,GB,Ecommerce,True,1,UKAccount,email208530,ip107166,card97396,1
148618,GB,visadebit,453978.0,7500.0,GBP,GB,Ecommerce,True,1,UKAccount,email168580,ip109087,card183223,1
227327,GB,visadebit,465945.0,5595.0,GBP,GB,Ecommerce,True,1,UKAccount,email234523,ip108583,card158486,1
132930,SE,mcdebit,554501.0,49900.0,SEK,SE,Ecommerce,True,1,SwedenAccount,email212316,ip317631,card146367,1
161586,SE,mcdebit,554501.0,37400.0,SEK,SE,Ecommerce,True,1,SwedenAccount,email6286,ip62435,card246062,1
167350,SE,mcdebit,554501.0,31150.0,SEK,SE,Ecommerce,True,1,SwedenAccount,email202700,ip125474,card58317,1
18776,GB,visadebit,465942.0,2520.0,GBP,GB,Ecommerce,True,1,UKAccount,email74566,ip284501,card136156,1
233493,GB,visadebit,465942.0,2895.0,GBP,GB,Ecommerce,True,1,UKAccount,email44929,ip300827,card77715,1
44692,GB,visadebit,475128.0,10800.0,GBP,GB,Ecommerce,True,1,UKAccount,email296846,ip193419,card33755,1
230677,AU,visaclassic,450949.0,26000.0,AUD,AU,Ecommerce,True,0,APACAccount,email220920,ip159892,card45365,1
220128,AU,mccredit,521729.0,23800.0,AUD,AU,Ecommerce,True,0,APACAccount,email323279,ip116931,card108316,1
19116,AU,mccredit,521729.0,17000.0,AUD,AU,Ecommerce,True,0,APACAccount,email98104,ip41694,card117311,1
123785,SE,visadebit,457241.0,81400.0,SEK,SE,Ecommerce,True,1,SwedenAccount,email289424,ip230366,card54471,1
125721,SE,visadebit,455262.0,102900.0,SEK,SE,Ecommerce,True,1,SwedenAccount,email234254,ip232450,card145976,1
24295,GB,visadebit,475751.0,5600.0,GBP,GB,Ecommerce,True,1,UKAccount,email304761,ip328050,card224570,1
63499,GB,visadebit,476367.0,3972.0,GBP,GB,Ecommerce,True,1,UKAccount,email148339,ip237359,card11507,1
206051,GB,visadebit,475714.0,7895.0,GBP,GB,Ecommerce,True,1,UKAccount,email164989,ip14831,card107812,1
25025,GB,mccredit,522948.0,5695.0,GBP,GB,Ecommerce,True,1,UKAccount,email137973,ip181168,card104950,1
103660,SE,mccredit,520991.0,36400.0,SEK,SE,Ecommerce,True,1,SwedenAccount,email219288,ip351670,card224682,1
80050,GB,visadebit,465946.0,500.0,GBP,GB,Ecommerce,True,1,UKAccount,email254911,ip85668,card211234,1
24999,GB,visadebit,465859.0,12430.0,GBP,GB,ContAuth,False,0,UKAccount,email167073,ip9520,card197714,1
25859,AU,mccredit,521729.0,5850.0,AUD,AU,Ecommerce,True,0,APACAccount,email248777,ip4264,card233583,1
195841,GB,visadebit,446291.0,3690.0,GBP,GB,Ecommerce,True,1,UKAccount,email43227,ip123569,card183508,1
143030,GB,visadebit,475128.0,1475.0,GBP,GB,Ecommerce,True,1,UKAccount,email334510,ip198415,card218343,1
115469,GB,visadebit,465943.0,3285.0,GBP,GB,Ecommerce,True,1,UKAccount,email16008,ip276213,card190846,1
43199,GB,visadebit,453979.0,2400.0,GBP,GB,Ecommerce,True,1,UKAccount,email127446,ip301008,card99416,1
23753,GB,visadebit,475116.0,3300.0,GBP,GB,Ecommerce,True,1,UKAccount,email62845,ip198849,card263037,1
99199,GB,visadebit,446272.0,8495.0,GBP,GB,Ecommerce,True,1,UKAccount,email16012,ip329754,card183282,1
145603,GB,visaclassic,492914.0,1500.0,GBP,GB,Ecommerce,True,1,UKAccount,email101429,ip149509,card109277,1
157261,SE,mcdebit,554501.0,89900.0,SEK,SE,Ecommerce,True,1,SwedenAccount,email102207,ip317941,card241377,1
12212,GB,visacorporate,486483.0,10650.0,GBP,GB,Ecommerce,True,1,UKAccount,email300627,ip249316,card114605,1
59508,GB,visadebit,446272.0,4800.0,GBP,GB,Ecommerce,,1,UKAccount,email212612,ip206247,card37242,1
152669,GB,mccredit,543458.0,8000.0,GBP,GB,Ecommerce,True,1,UKAccount,email88925,ip311325,card34685,1
176160,GB,visadebit,454313.0,6325.0,GBP,GB,Ecommerce,True,1,UKAccount,email23948,ip46667,card192720,1
111755,GB,visadebit,465859.0,2400.0,GBP,GB,Ecommerce,True,1,UKAccount,email23319,ip42165,card90280,1
44499,MX,visagold,455255.0,115400.0,MXN,MX,Ecommerce,True,0,MexicoAccount,email72601,ip83766,card166508,1
47783,GB,visadebit,465942.0,3475.0,GBP,GB,Ecommerce,True,1,UKAccount,email178880,ip348709,card136407,1
120708,AU,visadebit,462239.0,12850.0,AUD,AU,Ecommerce,True,0,APACAccount,email209128,ip115999,card158673,1
67988,GB,visadebit,475128.0,5500.0,GBP,GB,Ecommerce,True,1,UKAccount,email146,ip266953,card163222,1
69852,GB,visadebit,476223.0,6945.0,GBP,GB,ContAuth,False,0,UKAccount,email294213,ip334640,card109944,1
110789,GB,mccredit,543484.0,6900.0,GBP,GB,Ecommerce,,1,UKAccount,email140679,ip256493,card184509,1
112623,GB,mcdebit,557361.0,1000.0,GBP,GB,Ecommerce,True,1,UKAccount,email170370,ip128030,card26166,1
229310,SE,mcdebit,554501.0,105000.0,SEK,SE,Ecommerce,True,1,SwedenAccount,email118292,ip173034,card77022,1
179235,GB,mccredit,518652.0,6685.0,GBP,GB,Ecommerce,True,1,UKAccount,email27999,ip258544,card199685,1
210013,GB,mccredit,518652.0,7695.0,GBP,GB,Ecommerce,,1,UKAccount,email238519,ip144717,card174872,1
105829,MX,mccredit,547046.0,71900.0,MXN,MX,Ecommerce,True,0,MexicoAccount,email209286,ip79536,card246245,1
58682,GB,visadebit,476248.0,5895.0,GBP,GB,Ecommerce,True,1,UKAccount,email160012,ip58055,card146152,1
151744,GB,visadebit,492182.0,15750.0,GBP,GB,Ecommerce,True,1,UKAccount,email187952,ip126477,card167043,1
135794,GB,visadebit,492181.0,3495.0,GBP,GB,Ecommerce,True,1,UKAccount,email150194,ip346547,card192877,1
202700,GB,visadebit,446272.0,2895.0,GBP,GB,Ecommerce,,1,UKAccount,email204894,ip13588,card104341,1
159571,AU,mccredit,516310.0,7650.0,AUD,AU,Ecommerce,True,0,APACAccount,email307289,ip118357,card49538,1
198771,GB,mccredit,540758.0,2595.0,GBP,GB,Ecommerce,True,1,UKAccount,email234704,ip101238,card150758,1
163042,GB,visadebit,475130.0,5920.0,GBP,GB,Ecommerce,True,1,UKAccount,email125361,ip272899,card214690,1
25693,AU,visadebit,456004.0,15600.0,AUD,AU,Ecommerce,True,0,APACAccount,email142494,ip114386,card69148,1
30197,GB,visadebit,492181.0,5495.0,GBP,GB,Ecommerce,True,1,UKAccount,email206088,ip218293,card268735,1
231993,GB,visadebit,475129.0,7195.0,GBP,GB,Ecommerce,True,1,UKAccount,email316747,ip224944,card203015,1
226849,GB,visadebit,465858.0,5500.0,GBP,GB,Ecommerce,True,1,UKAccount,email14776,ip350448,card190160,1
36539,GB,visadebit,465858.0,4195.0,GBP,GB,Ecommerce,True,1,UKAccount,email319545,ip350507,card82300,1
32464,GB,visadebit,453979.0,13200.0,GBP,GB,Ecommerce,True,1,UKAccount,email184156,ip86449,card144194,1
87364,GB,mccredit,546096.0,13895.0,GBP,IT,Ecommerce,True,1,UKAccount,email283993,ip64294,card27133,1
101626,HK,visagold,496604.0,11390.0,GBP,HK,Ecommerce,True,1,UKAccount,email235223,ip37945,card4296,1
59262,SE,visadebit,458109.0,108000.0,SEK,SE,Ecommerce,True,1,SwedenAccount,email3669,ip352314,card204936,1
88942,GB,mccredit,530124.0,7000.0,GBP,GB,Ecommerce,True,1,UKAccount,email208380,ip15663,card15915,1
10757,GB,visaclassic,489394.0,2000.0,GBP,GB,Ecommerce,True,1,UKAccount,email347070,ip264520,card157096,1
93644,GB,visadebit,465859.0,7095.0,GBP,GB,Ecommerce,,1,UKAccount,email283039,ip164875,card270710,1
31761,MX,visadebit,491089.0,19900.0,MXN,MX,Ecommerce,True,0,MexicoAccount,email167237,ip112027,card45020,1
230333,GB,visadebit,446291.0,7000.0,GBP,GB,Ecommerce,True,1,UKAccount,email83250,ip334775,card16217,1
15992,GB,visaclassic,492943.0,4400.0,GBP,GB,Ecommerce,True,1,UKAccount,email86127,ip103161,card230832,1
104740,GB,visadebit,492181.0,5975.0,GBP,GB,Ecommerce,,1,UKAccount,email118234,ip194292,card229754,1
99071,MX,mccredit,557909.0,76900.0,MXN,MX,Ecommerce,True,0,MexicoAccount,email179868,ip80977,card208178,1
104981,GB,visadebit,454313.0,6810.0,GBP,GB,Ecommerce,True,1,UKAccount,email240222,ip139907,card65012,1
103060,GB,visadebit,475116.0,7395.0,GBP,GB,Ecommerce,True,1,UKAccount,email5098,ip17487,card251058,1
130774,GB,visadebit,446291.0,5070.0,GBP,GB,Ecommerce,True,1,UKAccount,email171888,ip91422,card210356,1
50896,MX,visaclassic,417849.0,42415.0,MXN,MX,Ecommerce,True,0,MexicoAccount,email331342,ip82934,card166968,1
166968,GB,visaplatinum,492910.0,10880.0,GBP,GB,Ecommerce,True,1,UKAccount,email177330,ip342372,card258331,1
183906,SE,mcdebit,522660.0,125500.0,SEK,SE,Ecommerce,True,1,SwedenAccount,email296141,ip230674,card189815,1
114107,AU,visadebit,462239.0,24000.0,AUD,AU,Ecommerce,True,0,APACAccount,email195448,ip3367,card138057,1
170006,GB,visadebit,465858.0,5045.0,GBP,GB,Ecommerce,True,1,UKAccount,email167626,ip209266,card141258,1
72732,GB,visadebit,465858.0,5920.0,GBP,GB,Ecommerce,True,1,UKAccount,email233672,ip205355,card113843,1
172714,GB,visaclassic,449352.0,4595.0,GBP,GB,Ecommerce,True,1,UKAccount,email203738,ip206997,card218197,1
6407,GB,visadebit,454313.0,6700.0,GBP,GB,Ecommerce,True,1,UKAccount,email234916,ip170848,card114851,1
96196,GB,mccredit,529930.0,15470.0,GBP,GB,Ecommerce,True,1,UKAccount,email83937,ip119022,card8366,1
61663,GB,mccredit,528682.0,5995.0,GBP,GB,Ecommerce,True,1,UKAccount,email168507,ip99806,card101882,1
100717,GB,visadebit,465859.0,16900.0,GBP,GB,Ecommerce,True,1,UKAccount,email90118,ip74932,card245819,1
89682,SE,visadebit,430706.0,145000.0,SEK,SE,Ecommerce,True,1,SwedenAccount,email52373,ip317971,card115594,1
41834,GB,visadebit,465942.0,1155.0,GBP,GB,Ecommerce,True,1,UKAccount,email31891,ip240329,card154554,1
199200,GB,visadebit,465942.0,9500.0,GBP,GB,Ecommerce,True,1,UKAccount,email7473,ip336120,card156476,1
1644,MX,mccredit,557907.0,48900.0,MXN,MX,Ecommerce,True,0,MexicoAccount,email47247,ip113933,card175606,1
219053,GB,visadebit,475714.0,2950.0,GBP,GB,Ecommerce,True,1,UKAccount,email56427,ip223322,card57855,1
154821,GB,visadebit,465858.0,3035.0,GBP,GB,Ecommerce,True,1,UKAccount,email344822,ip36898,card24603,1
209159,GB,visadebit,465942.0,6695.0,GBP,GB,Ecommerce,True,1,UKAccount,email182086,ip205366,card136289,1
95869,AU,mccredit,521729.0,5100.0,AUD,AU,Ecommerce,True,0,APACAccount,email46595,ip1419,card86820,1
196004,GB,visadebit,475129.0,1415.0,GBP,GB,Ecommerce,True,1,UKAccount,email245759,ip191618,card116726,1
153353,GB,visadebit,465942.0,5795.0,GBP,GB,ContAuth,False,0,UKAccount,email125549,ip231205,card98279,1
85019,AU,visadebit,401795.0,9350.0,AUD,AU,Ecommerce,True,0,APACAccount,email200412,ip23283,card190830,1
94348,GB,mccredit,557098.0,9095.0,GBP,GB,Ecommerce,True,1,UKAccount,email86919,ip221251,card44743,1
213372,AU,visadebit,462239.0,12350.0,AUD,AU,Ecommerce,True,0,APACAccount,email174557,ip38740,card198152,1
162792,GB,visadebit,475714.0,6345.0,GBP,GB,Ecommerce,True,1,UKAccount,email30845,ip341651,card233165,1
125353,GB,visadebit,454313.0,8095.0,GBP,GB,Ecommerce,True,1,UKAccount,email141023,ip205568,card181896,1
148875,GB,visaclassic,492945.0,9000.0,GBP,GB,Ecommerce,True,1,UKAccount,email264999,ip334407,card66459,1
105358,GB,visadebit,446291.0,4695.0,GBP,GB,Ecommerce,True,1,UKAccount,email191712,ip286430,card189819,1
148498,GB,visadebit,446291.0,6470.0,GBP,GB,Ecommerce,True,1,UKAccount,email343385,ip328794,card77815,1
36890,AU,visadebit,470565.0,1000.0,AUD,AU,Ecommerce,True,0,APACAccount,email229173,ip147284,card154238,1
